season,date,local_time,stage,home_team,away_team,ft_home_goals,ft_away_goals,ht_home_goals,ht_away_goals,ft_result
2016-17,2016-09-13,20:45,Group A,FC Basel 1893,PFC Ludogorets Razgrad,1,1,0,1,D
2016-17,2016-09-13,,Group A,Paris Saint-Germain,Arsenal FC,1,1,1,0,D
2016-17,2016-09-28,20:45,Group A,Arsenal FC,FC Basel 1893,2,0,2,0,H
2016-17,2016-09-28,,Group A,PFC Ludogorets Razgrad,Paris Saint-Germain,1,3,1,1,A
2016-17,2016-10-19,20:45,Group A,Arsenal FC,PFC Ludogorets Razgrad,6,0,2,0,H
2016-17,2016-10-19,,Group A,Paris Saint-Germain,FC Basel 1893,3,0,1,0,H
2016-17,2016-11-01,20:45,Group A,FC Basel 1893,Paris Saint-Germain,1,2,0,1,A
2016-17,2016-11-01,,Group A,PFC Ludogorets Razgrad,Arsenal FC,2,3,2,2,A
2016-17,2016-11-23,20:45,Group A,Arsenal FC,Paris Saint-Germain,2,2,1,1,D
2016-17,2016-11-23,,Group A,PFC Ludogorets Razgrad,FC Basel 1893,0,0,,,D
2016-17,2016-12-06,20:45,Group A,FC Basel 1893,Arsenal FC,1,4,0,2,A
2016-17,2016-12-06,,Group A,Paris Saint-Germain,PFC Ludogorets Razgrad,2,2,0,1,D
2016-17,2016-09-13,20:45,Group B,Dinamo Kiev,SSC Napoli,1,2,1,2,A
2016-17,2016-09-13,,Group B,SL Benfica,Beşiktaş,1,1,1,0,D
2016-17,2016-09-28,20:45,Group B,Beşiktaş,Dinamo Kiev,1,1,1,0,D
2016-17,2016-09-28,,Group B,SSC Napoli,SL Benfica,4,2,1,0,H
2016-17,2016-10-19,20:45,Group B,Dinamo Kiev,SL Benfica,0,2,0,1,A
2016-17,2016-10-19,,Group B,SSC Napoli,Beşiktaş,2,3,1,2,A
2016-17,2016-11-01,18:45,Group B,Beşiktaş,SSC Napoli,1,1,0,0,D
2016-17,2016-11-01,20:45,Group B,SL Benfica,Dinamo Kiev,1,0,1,0,H
2016-17,2016-11-23,18:45,Group B,Beşiktaş,SL Benfica,3,3,0,3,D
2016-17,2016-11-23,20:45,Group B,SSC Napoli,Dinamo Kiev,0,0,,,D
2016-17,2016-12-06,20:45,Group B,Dinamo Kiev,Beşiktaş,6,0,4,0,H
2016-17,2016-12-06,,Group B,SL Benfica,SSC Napoli,1,2,0,0,A
2016-17,2016-09-13,20:45,Group C,FC Barcelona,Celtic FC,7,0,2,0,H
2016-17,2016-09-14,20:45,Group C,Manchester City,Bor. Mönchengladbach,4,0,2,0,H
2016-17,2016-09-28,20:45,Group C,Bor. Mönchengladbach,FC Barcelona,1,2,1,0,A
2016-17,2016-09-28,,Group C,Celtic FC,Manchester City,3,3,2,2,D
2016-17,2016-10-19,20:45,Group C,Celtic FC,Bor. Mönchengladbach,0,2,0,0,A
2016-17,2016-10-19,,Group C,FC Barcelona,Manchester City,4,0,1,0,H
2016-17,2016-11-01,20:45,Group C,Bor. Mönchengladbach,Celtic FC,1,1,1,0,D
2016-17,2016-11-01,,Group C,Manchester City,FC Barcelona,3,1,1,1,H
2016-17,2016-11-23,20:45,Group C,Bor. Mönchengladbach,Manchester City,1,1,1,1,D
2016-17,2016-11-23,,Group C,Celtic FC,FC Barcelona,0,2,0,1,A
2016-17,2016-12-06,20:45,Group C,FC Barcelona,Bor. Mönchengladbach,4,0,1,0,H
2016-17,2016-12-06,,Group C,Manchester City,Celtic FC,1,1,1,1,D
2016-17,2016-09-13,20:45,Group D,Bayern München,FK Rostov,5,0,2,0,H
2016-17,2016-09-13,,Group D,PSV Eindhoven,Atlético Madrid,0,1,0,1,A
2016-17,2016-09-28,20:45,Group D,Atlético Madrid,Bayern München,1,0,1,0,H
2016-17,2016-09-28,,Group D,FK Rostov,PSV Eindhoven,2,2,2,2,D
2016-17,2016-10-19,20:45,Group D,Bayern München,PSV Eindhoven,4,1,2,1,H
2016-17,2016-10-19,,Group D,FK Rostov,Atlético Madrid,0,1,0,0,A
2016-17,2016-11-01,20:45,Group D,Atlético Madrid,FK Rostov,2,1,1,1,H
2016-17,2016-11-01,,Group D,PSV Eindhoven,Bayern München,1,2,1,1,A
2016-17,2016-11-23,18:00,Group D,FK Rostov,Bayern München,3,2,1,1,H
2016-17,2016-11-23,20:45,Group D,Atlético Madrid,PSV Eindhoven,2,0,0,0,H
2016-17,2016-12-06,20:45,Group D,Bayern München,Atlético Madrid,1,0,1,0,H
2016-17,2016-12-06,,Group D,PSV Eindhoven,FK Rostov,0,0,,,D
2016-17,2016-09-14,20:45,Group E,Bayer Leverkusen,CSKA Moskva,2,2,2,2,D
2016-17,2016-09-14,,Group E,Tottenham Hotspur,AS Monaco,1,2,1,2,A
2016-17,2016-09-27,20:45,Group E,AS Monaco,Bayer Leverkusen,1,1,0,0,D
2016-17,2016-09-27,,Group E,CSKA Moskva,Tottenham Hotspur,0,1,0,0,A
2016-17,2016-10-18,20:45,Group E,Bayer Leverkusen,Tottenham Hotspur,0,0,,,D
2016-17,2016-10-18,,Group E,CSKA Moskva,AS Monaco,1,1,1,0,D
2016-17,2016-11-02,20:45,Group E,AS Monaco,CSKA Moskva,3,0,3,0,H
2016-17,2016-11-02,,Group E,Tottenham Hotspur,Bayer Leverkusen,0,1,0,0,A
2016-17,2016-11-22,18:00,Group E,CSKA Moskva,Bayer Leverkusen,1,1,0,1,D
2016-17,2016-11-22,20:45,Group E,AS Monaco,Tottenham Hotspur,2,1,0,0,H
2016-17,2016-12-07,20:45,Group E,Bayer Leverkusen,AS Monaco,3,0,1,0,H
2016-17,2016-12-07,,Group E,Tottenham Hotspur,CSKA Moskva,3,1,2,1,H
2016-17,2016-09-14,20:45,Group F,Legia Warszawa,Borussia Dortmund,0,6,0,3,A
2016-17,2016-09-14,,Group F,Real Madrid,Sporting CP,2,1,0,0,H
2016-17,2016-09-27,20:45,Group F,Borussia Dortmund,Real Madrid,2,2,1,1,D
2016-17,2016-09-27,,Group F,Sporting CP,Legia Warszawa,2,0,2,0,H
2016-17,2016-10-18,20:45,Group F,Real Madrid,Legia Warszawa,5,1,3,1,H
2016-17,2016-10-18,,Group F,Sporting CP,Borussia Dortmund,1,2,0,2,A
2016-17,2016-11-02,20:45,Group F,Borussia Dortmund,Sporting CP,1,0,1,0,H
2016-17,2016-11-02,,Group F,Legia Warszawa,Real Madrid,3,3,1,2,D
2016-17,2016-11-22,20:45,Group F,Borussia Dortmund,Legia Warszawa,8,4,5,2,H
2016-17,2016-11-22,,Group F,Sporting CP,Real Madrid,1,2,0,1,A
2016-17,2016-12-07,20:45,Group F,Legia Warszawa,Sporting CP,1,0,1,0,H
2016-17,2016-12-07,,Group F,Real Madrid,Borussia Dortmund,2,2,1,0,D
2016-17,2016-09-14,20:45,Group G,Club Brugge KV,Leicester City,0,3,0,2,A
2016-17,2016-09-14,,Group G,FC Porto,FC København,1,1,1,0,D
2016-17,2016-09-27,20:45,Group G,FC København,Club Brugge KV,4,0,0,0,H
2016-17,2016-09-27,,Group G,Leicester City,FC Porto,1,0,1,0,H
2016-17,2016-10-18,20:45,Group G,Club Brugge KV,FC Porto,1,2,1,0,A
2016-17,2016-10-18,,Group G,Leicester City,FC København,1,0,1,0,H
2016-17,2016-11-02,20:45,Group G,FC København,Leicester City,0,0,,,D
2016-17,2016-11-02,,Group G,FC Porto,Club Brugge KV,1,0,1,0,H
2016-17,2016-11-22,20:45,Group G,FC København,FC Porto,0,0,,,D
2016-17,2016-11-22,,Group G,Leicester City,Club Brugge KV,2,1,2,0,H
2016-17,2016-12-07,20:45,Group G,Club Brugge KV,FC København,0,2,0,2,A
2016-17,2016-12-07,,Group G,FC Porto,Leicester City,5,0,3,0,H
2016-17,2016-09-14,20:45,Group H,Juventus,Sevilla FC,0,0,,,D
2016-17,2016-09-14,,Group H,Olympique Lyonnais,Dinamo Zagreb,3,0,1,0,H
2016-17,2016-09-27,20:45,Group H,Dinamo Zagreb,Juventus,0,4,0,2,A
2016-17,2016-09-27,,Group H,Sevilla FC,Olympique Lyonnais,1,0,0,0,H
2016-17,2016-10-18,20:45,Group H,Dinamo Zagreb,Sevilla FC,0,1,0,1,A
2016-17,2016-10-18,,Group H,Olympique Lyonnais,Juventus,0,1,0,0,A
2016-17,2016-11-02,20:45,Group H,Juventus,Olympique Lyonnais,1,1,1,0,D
2016-17,2016-11-02,,Group H,Sevilla FC,Dinamo Zagreb,4,0,1,0,H
2016-17,2016-11-22,20:45,Group H,Dinamo Zagreb,Olympique Lyonnais,0,1,0,0,A
2016-17,2016-11-22,,Group H,Sevilla FC,Juventus,1,3,1,1,A
2016-17,2016-12-07,20:45,Group H,Juventus,Dinamo Zagreb,2,0,0,0,H
2016-17,2016-12-07,,Group H,Olympique Lyonnais,Sevilla FC,0,0,,,D
2016-17,2017-02-14,20:45,Round of 16,SL Benfica,Borussia Dortmund,1,0,0,0,H
2016-17,2017-02-14,,Round of 16,Paris Saint-Germain,FC Barcelona,4,0,2,0,H
2016-17,2017-02-15,20:45,Round of 16,Real Madrid,SSC Napoli,3,1,1,1,H
2016-17,2017-02-15,,Round of 16,Bayern München,Arsenal FC,5,1,1,1,H
2016-17,2017-02-21,20:45,Round of 16,Manchester City,AS Monaco,5,3,1,2,H
2016-17,2017-02-21,,Round of 16,Bayer Leverkusen,Atlético Madrid,2,4,0,2,A
2016-17,2017-02-22,20:45,Round of 16,FC Porto,Juventus,0,2,0,0,A
2016-17,2017-02-22,,Round of 16,Sevilla FC,Leicester City,2,1,1,0,H
2016-17,2017-03-07,20:45,Round of 16,SSC Napoli,Real Madrid,1,3,1,0,A
2016-17,2017-03-07,,Round of 16,Arsenal FC,Bayern München,1,5,1,0,A
2016-17,2017-03-08,20:45,Round of 16,Borussia Dortmund,SL Benfica,4,0,1,0,H
2016-17,2017-03-08,,Round of 16,FC Barcelona,Paris Saint-Germain,6,1,2,0,H
2016-17,2017-03-14,20:45,Round of 16,Juventus,FC Porto,1,0,1,0,H
2016-17,2017-03-14,,Round of 16,Leicester City,Sevilla FC,2,0,1,0,H
2016-17,2017-03-15,20:45,Round of 16,AS Monaco,Manchester City,3,1,2,0,H
2016-17,2017-03-15,,Round of 16,Atlético Madrid,Bayer Leverkusen,0,0,,,D
2016-17,2017-04-11,20:45,Quarterfinals,Juventus,FC Barcelona,3,0,2,0,H
2016-17,2017-04-12,18:45,Quarterfinals,Borussia Dortmund,AS Monaco,2,3,0,2,A
2016-17,2017-04-12,20:45,Quarterfinals,Atlético Madrid,Leicester City,1,0,1,0,H
2016-17,2017-04-12,,Quarterfinals,Bayern München,Real Madrid,1,2,1,0,A
2016-17,2017-04-18,20:45,Quarterfinals,Leicester City,Atlético Madrid,1,1,0,1,D
2016-17,2017-04-18,,Quarterfinals,Real Madrid,Bayern München,1,2,0,0,A
2016-17,2017-04-19,20:45,Quarterfinals,FC Barcelona,Juventus,0,0,,,D
2016-17,2017-04-19,20:50,Quarterfinals,AS Monaco,Borussia Dortmund,3,1,2,0,H
2016-17,2017-05-02,20:45,Semifinals,Real Madrid,Atlético Madrid,3,0,1,0,H
2016-17,2017-05-03,20:45,Semifinals,AS Monaco,Juventus,0,2,0,1,A
2016-17,2017-05-09,20:45,Semifinals,Juventus,AS Monaco,2,1,2,0,H
2016-17,2017-05-10,20:45,Semifinals,Atlético Madrid,Real Madrid,2,1,2,1,H
2016-17,2017-06-03,20:45,Final,Juventus,Real Madrid,1,4,1,1,A
2017-18,2017-09-12,20:45,Group A,Manchester United,FC Basel 1893,3,0,1,0,H
2017-18,2017-09-12,,Group A,SL Benfica,CSKA Moskva,1,2,0,0,A
2017-18,2017-09-27,20:45,Group A,FC Basel 1893,SL Benfica,5,0,2,0,H
2017-18,2017-09-27,,Group A,CSKA Moskva,Manchester United,1,4,0,3,A
2017-18,2017-10-18,20:45,Group A,SL Benfica,Manchester United,0,1,0,0,A
2017-18,2017-10-18,,Group A,CSKA Moskva,FC Basel 1893,0,2,0,1,A
2017-18,2017-10-31,20:45,Group A,Manchester United,SL Benfica,2,0,1,0,H
2017-18,2017-10-31,,Group A,FC Basel 1893,CSKA Moskva,1,2,1,0,A
2017-18,2017-11-22,18:00,Group A,CSKA Moskva,SL Benfica,2,0,1,0,H
2017-18,2017-11-22,20:45,Group A,FC Basel 1893,Manchester United,1,0,0,0,H
2017-18,2017-12-05,20:45,Group A,SL Benfica,FC Basel 1893,0,2,0,1,A
2017-18,2017-12-05,,Group A,Manchester United,CSKA Moskva,2,1,0,1,H
2017-18,2017-09-12,20:45,Group B,Bayern München,RSC Anderlecht,3,0,1,0,H
2017-18,2017-09-12,,Group B,Celtic FC,Paris Saint-Germain,0,5,0,3,A
2017-18,2017-09-27,20:45,Group B,Paris Saint-Germain,Bayern München,3,0,2,0,H
2017-18,2017-09-27,,Group B,RSC Anderlecht,Celtic FC,0,3,0,1,A
2017-18,2017-10-18,20:45,Group B,RSC Anderlecht,Paris Saint-Germain,0,4,0,2,A
2017-18,2017-10-18,,Group B,Bayern München,Celtic FC,3,0,2,0,H
2017-18,2017-10-31,20:45,Group B,Paris Saint-Germain,RSC Anderlecht,5,0,2,0,H
2017-18,2017-10-31,,Group B,Celtic FC,Bayern München,1,2,0,1,A
2017-18,2017-11-22,20:45,Group B,RSC Anderlecht,Bayern München,1,2,0,0,A
2017-18,2017-11-22,,Group B,Paris Saint-Germain,Celtic FC,7,1,4,1,H
2017-18,2017-12-05,20:45,Group B,Bayern München,Paris Saint-Germain,3,1,2,0,H
2017-18,2017-12-05,,Group B,Celtic FC,RSC Anderlecht,0,1,0,0,A
2017-18,2017-09-12,20:45,Group C,AS Roma,Atlético Madrid,0,0,,,D
2017-18,2017-09-12,,Group C,Chelsea FC,Qarabağ FK,6,0,2,0,H
2017-18,2017-09-27,18:00,Group C,Qarabağ FK,AS Roma,1,2,1,2,A
2017-18,2017-09-27,20:45,Group C,Atlético Madrid,Chelsea FC,1,2,1,0,A
2017-18,2017-10-18,18:00,Group C,Qarabağ FK,Atlético Madrid,0,0,,,D
2017-18,2017-10-18,20:45,Group C,Chelsea FC,AS Roma,3,3,2,1,D
2017-18,2017-10-31,20:45,Group C,AS Roma,Chelsea FC,3,0,2,0,H
2017-18,2017-10-31,,Group C,Atlético Madrid,Qarabağ FK,1,1,0,1,D
2017-18,2017-11-22,18:00,Group C,Qarabağ FK,Chelsea FC,0,4,0,2,A
2017-18,2017-11-22,20:45,Group C,Atlético Madrid,AS Roma,2,0,0,0,H
2017-18,2017-12-05,20:45,Group C,Chelsea FC,Atlético Madrid,1,1,0,0,D
2017-18,2017-12-05,,Group C,AS Roma,Qarabağ FK,1,0,0,0,H
2017-18,2017-09-12,20:45,Group D,FC Barcelona,Juventus,3,0,1,0,H
2017-18,2017-09-12,,Group D,Olympiakos Piraeus,Sporting CP,2,3,0,3,A
2017-18,2017-09-27,20:45,Group D,Juventus,Olympiakos Piraeus,2,0,0,0,H
2017-18,2017-09-27,,Group D,Sporting CP,FC Barcelona,0,1,0,0,A
2017-18,2017-10-18,20:45,Group D,FC Barcelona,Olympiakos Piraeus,3,1,1,0,H
2017-18,2017-10-18,,Group D,Juventus,Sporting CP,2,1,1,1,H
2017-18,2017-10-31,20:45,Group D,Olympiakos Piraeus,FC Barcelona,0,0,,,D
2017-18,2017-10-31,,Group D,Sporting CP,Juventus,1,1,1,0,D
2017-18,2017-11-22,20:45,Group D,Juventus,FC Barcelona,0,0,,,D
2017-18,2017-11-22,,Group D,Sporting CP,Olympiakos Piraeus,3,1,2,0,H
2017-18,2017-12-05,20:45,Group D,FC Barcelona,Sporting CP,2,0,0,0,H
2017-18,2017-12-05,,Group D,Olympiakos Piraeus,Juventus,0,2,0,1,A
2017-18,2017-09-13,20:45,Group E,Liverpool FC,Sevilla FC,2,2,2,1,D
2017-18,2017-09-13,,Group E,NK Maribor,Spartak Moskva,1,1,0,0,D
2017-18,2017-09-26,20:45,Group E,Spartak Moskva,Liverpool FC,1,1,1,1,D
2017-18,2017-09-26,,Group E,Sevilla FC,NK Maribor,3,0,2,0,H
2017-18,2017-10-17,20:45,Group E,Spartak Moskva,Sevilla FC,5,1,1,1,H
2017-18,2017-10-17,,Group E,NK Maribor,Liverpool FC,0,7,0,4,A
2017-18,2017-11-01,20:45,Group E,Sevilla FC,Spartak Moskva,2,1,1,0,H
2017-18,2017-11-01,,Group E,Liverpool FC,NK Maribor,3,0,0,0,H
2017-18,2017-11-21,18:00,Group E,Spartak Moskva,NK Maribor,1,1,0,0,D
2017-18,2017-11-21,20:45,Group E,Sevilla FC,Liverpool FC,3,3,0,3,D
2017-18,2017-12-06,20:45,Group E,Liverpool FC,Spartak Moskva,7,0,3,0,H
2017-18,2017-12-06,,Group E,NK Maribor,Sevilla FC,1,1,1,0,D
2017-18,2017-09-13,20:45,Group F,Shakhtar Donetsk,SSC Napoli,2,1,1,0,H
2017-18,2017-09-13,,Group F,Feyenoord,Manchester City,0,4,0,3,A
2017-18,2017-09-26,20:45,Group F,Manchester City,Shakhtar Donetsk,2,0,0,0,H
2017-18,2017-09-26,,Group F,SSC Napoli,Feyenoord,3,1,1,0,H
2017-18,2017-10-17,20:45,Group F,Manchester City,SSC Napoli,2,1,2,0,H
2017-18,2017-10-17,,Group F,Feyenoord,Shakhtar Donetsk,1,2,1,1,A
2017-18,2017-11-01,20:45,Group F,SSC Napoli,Manchester City,2,4,1,1,A
2017-18,2017-11-01,,Group F,Shakhtar Donetsk,Feyenoord,3,1,2,1,H
2017-18,2017-11-21,20:45,Group F,SSC Napoli,Shakhtar Donetsk,3,0,0,0,H
2017-18,2017-11-21,,Group F,Manchester City,Feyenoord,1,0,0,0,H
2017-18,2017-12-06,20:45,Group F,Shakhtar Donetsk,Manchester City,2,1,2,0,H
2017-18,2017-12-06,,Group F,Feyenoord,SSC Napoli,2,1,1,1,H
2017-18,2017-09-13,20:45,Group G,FC Porto,Beşiktaş,1,3,1,2,A
2017-18,2017-09-13,,Group G,RB Leipzig,AS Monaco,1,1,1,1,D
2017-18,2017-09-26,20:45,Group G,AS Monaco,FC Porto,0,3,0,1,A
2017-18,2017-09-26,,Group G,Beşiktaş,RB Leipzig,2,0,2,0,H
2017-18,2017-10-17,20:45,Group G,AS Monaco,Beşiktaş,1,2,1,1,A
2017-18,2017-10-17,,Group G,RB Leipzig,FC Porto,3,2,3,2,H
2017-18,2017-11-01,18:00,Group G,Beşiktaş,AS Monaco,1,1,0,1,D
2017-18,2017-11-01,20:45,Group G,FC Porto,RB Leipzig,3,1,1,0,H
2017-18,2017-11-21,18:00,Group G,Beşiktaş,FC Porto,1,1,1,1,D
2017-18,2017-11-21,20:45,Group G,AS Monaco,RB Leipzig,1,4,1,4,A
2017-18,2017-12-06,20:45,Group G,FC Porto,AS Monaco,5,2,3,0,H
2017-18,2017-12-06,,Group G,RB Leipzig,Beşiktaş,1,2,0,1,A
2017-18,2017-09-13,20:45,Group H,Tottenham Hotspur,Borussia Dortmund,3,1,2,1,H
2017-18,2017-09-13,,Group H,Real Madrid,APOEL Nikosia,3,0,1,0,H
2017-18,2017-09-26,20:45,Group H,Borussia Dortmund,Real Madrid,1,3,0,1,A
2017-18,2017-09-26,,Group H,APOEL Nikosia,Tottenham Hotspur,0,3,0,1,A
2017-18,2017-10-17,20:45,Group H,Real Madrid,Tottenham Hotspur,1,1,1,1,D
2017-18,2017-10-17,,Group H,APOEL Nikosia,Borussia Dortmund,1,1,0,0,D
2017-18,2017-11-01,20:45,Group H,Tottenham Hotspur,Real Madrid,3,1,1,0,H
2017-18,2017-11-01,,Group H,Borussia Dortmund,APOEL Nikosia,1,1,1,0,D
2017-18,2017-11-21,20:45,Group H,Borussia Dortmund,Tottenham Hotspur,1,2,1,0,A
2017-18,2017-11-21,,Group H,APOEL Nikosia,Real Madrid,0,6,0,4,A
2017-18,2017-12-06,20:45,Group H,Real Madrid,Borussia Dortmund,3,2,2,1,H
2017-18,2017-12-06,,Group H,Tottenham Hotspur,APOEL Nikosia,3,0,2,0,H
2017-18,2018-02-13,20:45,Round of 16,Juventus,Tottenham Hotspur,2,2,2,1,D
2017-18,2018-02-13,,Round of 16,FC Basel 1893,Manchester City,0,4,0,3,A
2017-18,2018-02-14,20:45,Round of 16,FC Porto,Liverpool FC,0,5,0,2,A
2017-18,2018-02-14,,Round of 16,Real Madrid,Paris Saint-Germain,3,1,1,1,H
2017-18,2018-02-20,20:45,Round of 16,Chelsea FC,FC Barcelona,1,1,0,0,D
2017-18,2018-02-20,,Round of 16,Bayern München,Beşiktaş,5,0,1,0,H
2017-18,2018-02-21,20:45,Round of 16,Sevilla FC,Manchester United,0,0,,,D
2017-18,2018-02-21,,Round of 16,Shakhtar Donetsk,AS Roma,2,1,0,1,H
2017-18,2018-03-06,20:45,Round of 16,Liverpool FC,FC Porto,0,0,,,D
2017-18,2018-03-06,,Round of 16,Paris Saint-Germain,Real Madrid,1,2,0,0,A
2017-18,2018-03-07,20:45,Round of 16,Tottenham Hotspur,Juventus,1,2,1,0,A
2017-18,2018-03-07,,Round of 16,Manchester City,FC Basel 1893,1,2,1,1,A
2017-18,2018-03-13,20:45,Round of 16,Manchester United,Sevilla FC,1,2,0,0,A
2017-18,2018-03-13,,Round of 16,AS Roma,Shakhtar Donetsk,1,0,0,0,H
2017-18,2018-03-14,18:00,Round of 16,Beşiktaş,Bayern München,1,3,0,1,A
2017-18,2018-03-14,20:45,Round of 16,FC Barcelona,Chelsea FC,3,0,2,0,H
2017-18,2018-04-03,20:45,Quarterfinals,Sevilla FC,Bayern München,1,2,1,1,A
2017-18,2018-04-03,,Quarterfinals,Juventus,Real Madrid,0,3,0,1,A
2017-18,2018-04-04,20:45,Quarterfinals,FC Barcelona,AS Roma,4,1,1,0,H
2017-18,2018-04-04,,Quarterfinals,Liverpool FC,Manchester City,3,0,3,0,H
2017-18,2018-04-10,20:45,Quarterfinals,AS Roma,FC Barcelona,3,0,1,0,H
2017-18,2018-04-10,,Quarterfinals,Manchester City,Liverpool FC,1,2,1,0,A
2017-18,2018-04-11,20:45,Quarterfinals,Bayern München,Sevilla FC,0,0,,,D
2017-18,2018-04-11,,Quarterfinals,Real Madrid,Juventus,1,3,0,2,A
2017-18,2018-04-24,20:45,Semifinals,Liverpool FC,AS Roma,5,2,2,0,H
2017-18,2018-04-25,20:45,Semifinals,Bayern München,Real Madrid,1,2,1,1,A
2017-18,2018-05-01,20:45,Semifinals,Real Madrid,Bayern München,2,2,1,1,D
2017-18,2018-05-02,20:45,Semifinals,AS Roma,Liverpool FC,4,2,1,2,H
2017-18,2018-05-26,20:45,Final,Real Madrid,Liverpool FC,3,1,0,0,H
2018-19,2018-09-18,21:00,Group A,AS Monaco,Atlético Madrid,1,2,1,2,A
2018-19,2018-09-18,,Group A,Club Brugge KV,Borussia Dortmund,0,1,0,0,A
2018-19,2018-10-03,21:00,Group A,Borussia Dortmund,AS Monaco,3,0,0,0,H
2018-19,2018-10-03,,Group A,Atlético Madrid,Club Brugge KV,3,1,1,1,H
2018-19,2018-10-24,18:55,Group A,Club Brugge KV,AS Monaco,1,1,1,1,D
2018-19,2018-10-24,21:00,Group A,Borussia Dortmund,Atlético Madrid,4,0,1,0,H
2018-19,2018-11-06,18:55,Group A,AS Monaco,Club Brugge KV,0,4,0,3,A
2018-19,2018-11-06,21:00,Group A,Atlético Madrid,Borussia Dortmund,2,0,1,0,H
2018-19,2018-11-28,18:55,Group A,Atlético Madrid,AS Monaco,2,0,2,0,H
2018-19,2018-11-28,21:00,Group A,Borussia Dortmund,Club Brugge KV,0,0,,,D
2018-19,2018-12-11,21:00,Group A,AS Monaco,Borussia Dortmund,0,2,0,1,A
2018-19,2018-12-11,,Group A,Club Brugge KV,Atlético Madrid,0,0,,,D
2018-19,2018-09-18,18:55,Group B,FC Barcelona,PSV Eindhoven,4,0,1,0,H
2018-19,2018-09-18,,Group B,Inter,Tottenham Hotspur,2,1,0,0,H
2018-19,2018-10-03,21:00,Group B,Tottenham Hotspur,FC Barcelona,2,4,0,2,A
2018-19,2018-10-03,,Group B,PSV Eindhoven,Inter,1,2,1,1,A
2018-19,2018-10-24,18:55,Group B,PSV Eindhoven,Tottenham Hotspur,2,2,1,1,D
2018-19,2018-10-24,21:00,Group B,FC Barcelona,Inter,2,0,1,0,H
2018-19,2018-11-06,21:00,Group B,Tottenham Hotspur,PSV Eindhoven,2,1,0,1,H
2018-19,2018-11-06,,Group B,Inter,FC Barcelona,1,1,0,0,D
2018-19,2018-11-28,21:00,Group B,PSV Eindhoven,FC Barcelona,1,2,0,0,A
2018-19,2018-11-28,,Group B,Tottenham Hotspur,Inter,1,0,0,0,H
2018-19,2018-12-11,21:00,Group B,FC Barcelona,Tottenham Hotspur,1,1,1,0,D
2018-19,2018-12-11,,Group B,Inter,PSV Eindhoven,1,1,0,1,D
2018-19,2018-09-18,21:00,Group C,Liverpool FC,Paris Saint-Germain,3,2,2,1,H
2018-19,2018-09-18,,Group C,Crvena Zvezda,SSC Napoli,0,0,,,D
2018-19,2018-10-03,18:55,Group C,Paris Saint-Germain,Crvena Zvezda,6,1,4,0,H
2018-19,2018-10-03,21:00,Group C,SSC Napoli,Liverpool FC,1,0,0,0,H
2018-19,2018-10-24,21:00,Group C,Paris Saint-Germain,SSC Napoli,2,2,0,1,D
2018-19,2018-10-24,,Group C,Liverpool FC,Crvena Zvezda,4,0,2,0,H
2018-19,2018-11-06,18:55,Group C,Crvena Zvezda,Liverpool FC,2,0,2,0,H
2018-19,2018-11-06,21:00,Group C,SSC Napoli,Paris Saint-Germain,1,1,0,1,D
2018-19,2018-11-28,21:00,Group C,Paris Saint-Germain,Liverpool FC,2,1,2,1,H
2018-19,2018-11-28,,Group C,SSC Napoli,Crvena Zvezda,3,1,2,0,H
2018-19,2018-12-11,21:00,Group C,Liverpool FC,SSC Napoli,1,0,1,0,H
2018-19,2018-12-11,,Group C,Crvena Zvezda,Paris Saint-Germain,1,4,0,2,A
2018-19,2018-09-18,21:00,Group D,FC Schalke 04,FC Porto,1,1,0,0,D
2018-19,2018-09-18,,Group D,Galatasaray,Lokomotiv Moskva,3,0,1,0,H
2018-19,2018-10-03,18:55,Group D,Lokomotiv Moskva,FC Schalke 04,0,1,0,0,A
2018-19,2018-10-03,21:00,Group D,FC Porto,Galatasaray,1,0,0,0,H
2018-19,2018-10-24,21:00,Group D,Lokomotiv Moskva,FC Porto,1,3,1,2,A
2018-19,2018-10-24,,Group D,Galatasaray,FC Schalke 04,0,0,,,D
2018-19,2018-11-06,21:00,Group D,FC Porto,Lokomotiv Moskva,4,1,2,0,H
2018-19,2018-11-06,,Group D,FC Schalke 04,Galatasaray,2,0,1,0,H
2018-19,2018-11-28,18:55,Group D,Lokomotiv Moskva,Galatasaray,2,0,1,0,H
2018-19,2018-11-28,21:00,Group D,FC Porto,FC Schalke 04,3,1,0,0,H
2018-19,2018-12-11,18:55,Group D,FC Schalke 04,Lokomotiv Moskva,1,0,0,0,H
2018-19,2018-12-11,,Group D,Galatasaray,FC Porto,2,3,1,2,A
2018-19,2018-09-19,18:55,Group E,AFC Ajax,AEK Athen,3,0,0,0,H
2018-19,2018-09-19,21:00,Group E,SL Benfica,Bayern München,0,2,0,1,A
2018-19,2018-10-02,21:00,Group E,Bayern München,AFC Ajax,1,1,1,1,D
2018-19,2018-10-02,,Group E,AEK Athen,SL Benfica,2,3,0,2,A
2018-19,2018-10-23,18:55,Group E,AEK Athen,Bayern München,0,2,0,0,A
2018-19,2018-10-23,21:00,Group E,AFC Ajax,SL Benfica,1,0,0,0,H
2018-19,2018-11-07,21:00,Group E,SL Benfica,AFC Ajax,1,1,1,0,D
2018-19,2018-11-07,,Group E,Bayern München,AEK Athen,2,0,1,0,H
